"id","round_number","participant_id","article","main_article_stable_id","main_article_title","main_topic","rec0_stable_id","rec0_title","rec0_likelihood","rec0_preference_fit","rec0_constructive","rec0_understandable","rec0_trustworthy","rec0_relevant","rec1_stable_id","rec1_title","rec1_likelihood","rec1_preference_fit","rec1_constructive","rec1_understandable","rec1_trustworthy","rec1_relevant","rec0_topic","rec1_topic","rec0_label_text","rec1_label_text","label_understandable","label_useful","label_influenced","label_attention","label_more","rb_attention_check","selected_rec_stable_id","selected_rec_title","selected_rec_pos","changing_label_rec_pos","low_preference_fit","low_constructive","low_understandable","low_trustworthy","low_relevant","high_preference_fit","high_constructive","high_understandable","high_trustworthy","high_relevant"
343,1,179,"{""main_article_id"": 20, ""main_article_stable_id"": ""143873"", ""main_article_title"": ""Massive meth smuggling ring that hid drugs in boxes of jalape\u00f1os busted in Georgia, prosecutors say"", ""selected_recommendation_id"": 22, ""selected_recommendation_stable_id"": ""143983"", ""selected_recommendation_title"": ""How Philadelphia is combating human trafficking with new $500K awareness initiative"", ""selected_recommendation_pos"": 1, ""changing_label_rec_pos"": 0, ""recommendations"": [28, 22], ""recommendations_labels"": {""22"": """", ""28"": ""Focuses on solutions and constructive ways forward""}, ""recommendations_stable_ids"": [""144755"", ""143983""], ""recommendations_titles"": [""New Jersey Gov.-elect Mikie Sherrill talks to small business owners about plan to fight tariffs, high costs"", ""How Philadelphia is combating human trafficking with new $500K awareness initiative""], ""ratings"": {""likelihood_28"": ""1"", ""preference_fit_28"": ""2"", ""constructive_28"": ""3"", ""understandable_28"": ""4"", ""trustworthy_28"": ""4"", ""relevant_28"": ""4"", ""likelihood_22"": ""2"", ""preference_fit_22"": ""4"", ""constructive_22"": ""4"", ""understandable_22"": ""4"", ""trustworthy_22"": ""4"", ""relevant_22"": ""4"", ""label_understandable"": ""4"", ""label_useful"": ""4"", ""label_influenced"": ""4"", ""label_attention"": ""2"", ""label_more"": ""1"", ""rb_attention_check"": """", ""low_preference_fit"": ""2"", ""high_preference_fit"": ""4"", ""low_constructive"": ""3"", ""high_constructive"": ""4"", ""low_understandable"": ""4"", ""high_understandable"": ""4"", ""low_trustworthy"": ""4"", ""high_trustworthy"": ""4"", ""low_relevant"": ""4"", ""high_relevant"": ""4""}}",143873,"Massive meth smuggling ring that hid drugs in boxes of jalapeños busted in Georgia, prosecutors say","Crime",144755,"New Jersey Gov.-elect Mikie Sherrill talks to small business owners about plan to fight tariffs, high costs",1,2,3,4,4,4,143983,"How Philadelphia is combating human trafficking with new $500K awareness initiative",2,4,4,4,4,4,"Finance","Crime","Focuses on solutions and constructive ways forward","",4,4,4,2,1,NA,143983,"How Philadelphia is combating human trafficking with new $500K awareness initiative",1,0,2,3,4,4,4,4,4,4,4,4
344,1,184,"{""main_article_id"": 58, ""main_article_stable_id"": ""131266"", ""main_article_title"": ""EU agrees to relax green rules in farming subsidy reform"", ""selected_recommendation_id"": 64, ""selected_recommendation_stable_id"": ""139293"", ""selected_recommendation_title"": ""Top U.N. Official Pushing to Get Aid Into Stricken Sudanese City"", ""selected_recommendation_pos"": 0, ""changing_label_rec_pos"": 0, ""recommendations"": [64, 2], ""recommendations_labels"": {""2"": """", ""64"": ""Fact-checked for accuracy""}, ""recommendations_stable_ids"": [""139293"", ""141087""], ""recommendations_titles"": [""Top U.N. Official Pushing to Get Aid Into Stricken Sudanese City"", ""Cash vouchers for newlyweds as China tries to boost marriages""], ""ratings"": {""likelihood_64"": ""4"", ""preference_fit_64"": ""4"", ""constructive_64"": ""4"", ""understandable_64"": ""4"", ""trustworthy_64"": ""4"", ""relevant_64"": ""4"", ""likelihood_2"": ""2"", ""preference_fit_2"": ""2"", ""constructive_2"": ""4"", ""understandable_2"": ""4"", ""trustworthy_2"": ""4"", ""relevant_2"": ""3"", ""label_understandable"": ""4"", ""label_useful"": ""4"", ""label_influenced"": ""4"", ""label_attention"": ""4"", ""label_more"": ""4"", ""rb_attention_check"": """", ""low_preference_fit"": ""4"", ""high_preference_fit"": ""2"", ""low_constructive"": ""4"", ""high_constructive"": ""4"", ""low_understandable"": ""4"", ""high_understandable"": ""4"", ""low_trustworthy"": ""4"", ""high_trustworthy"": ""4"", ""low_relevant"": ""4"", ""high_relevant"": ""3""}}",131266,"EU agrees to relax green rules in farming subsidy reform","International",139293,"Top U.N. Official Pushing to Get Aid Into Stricken Sudanese City",4,4,4,4,4,4,141087,"Cash vouchers for newlyweds as China tries to boost marriages",2,2,4,4,4,3,"Politics","International","Fact-checked for accuracy","",4,4,4,4,4,NA,139293,"Top U.N. Official Pushing to Get Aid Into Stricken Sudanese City",0,0,4,4,4,4,4,2,4,4,4,3
345,2,179,"{""main_article_id"": 17, ""main_article_stable_id"": ""142917"", ""main_article_title"": ""Born with cerebral palsy, a Haverford woman shares her story of resilience in new book"", ""selected_recommendation_id"": 43, ""selected_recommendation_stable_id"": ""148070"", ""selected_recommendation_title"": ""George Clooney, Adam Sandler and Noah Baumbach on Fame and \u2018Jay Kelly'"", ""selected_recommendation_pos"": 0, ""changing_label_rec_pos"": 1, ""recommendations"": [43, 12], ""recommendations_labels"": {""12"": """", ""43"": """"}, ""recommendations_stable_ids"": [""148070"", ""141488""], ""recommendations_titles"": [""George Clooney, Adam Sandler and Noah Baumbach on Fame and \u2018Jay Kelly'"", ""Hydropower Is Getting Less Reliable as the World Needs More Energy""], ""ratings"": {""likelihood_43"": ""3"", ""preference_fit_43"": ""3"", ""constructive_43"": ""2"", ""understandable_43"": ""4"", ""trustworthy_43"": ""4"", ""relevant_43"": ""3"", ""likelihood_12"": ""1"", ""preference_fit_12"": ""1"", ""constructive_12"": ""3"", ""understandable_12"": ""4"", ""trustworthy_12"": ""4"", ""relevant_12"": ""3"", ""label_understandable"": """", ""label_useful"": """", ""label_influenced"": """", ""label_attention"": """", ""label_more"": """", ""rb_attention_check"": ""1"", ""low_preference_fit"": ""1"", ""high_preference_fit"": ""3"", ""low_constructive"": ""3"", ""high_constructive"": ""2"", ""low_understandable"": ""4"", ""high_understandable"": ""4"", ""low_trustworthy"": ""4"", ""high_trustworthy"": ""4"", ""low_relevant"": ""3"", ""high_relevant"": ""3""}}",142917,"Born with cerebral palsy, a Haverford woman shares her story of resilience in new book","Entertainment",148070,"George Clooney, Adam Sandler and Noah Baumbach on Fame and ‘Jay Kelly'",3,3,2,4,4,3,141488,"Hydropower Is Getting Less Reliable as the World Needs More Energy",1,1,3,4,4,3,"Entertainment","Science","","",NA,NA,NA,NA,NA,1,148070,"George Clooney, Adam Sandler and Noah Baumbach on Fame and ‘Jay Kelly'",0,1,1,3,4,4,3,3,2,4,4,3
346,2,184,"{""main_article_id"": 61, ""main_article_stable_id"": ""133294"", ""main_article_title"": ""Why a dementia village in the Netherlands is fueling hope in D.C."", ""selected_recommendation_id"": 14, ""selected_recommendation_stable_id"": ""141456"", ""selected_recommendation_title"": ""Can SAD Lamps Help With Seasonal Depression?"", ""selected_recommendation_pos"": 0, ""changing_label_rec_pos"": 1, ""recommendations"": [14, 16], ""recommendations_labels"": {""14"": """", ""16"": ""Trending right now""}, ""recommendations_stable_ids"": [""141456"", ""142537""], ""recommendations_titles"": [""Can SAD Lamps Help With Seasonal Depression?"", ""The Ashes 2025-26: Insight, analysis and a new signing for The Athletic""], ""ratings"": {""likelihood_14"": ""4"", ""preference_fit_14"": ""4"", ""constructive_14"": ""4"", ""understandable_14"": ""4"", ""trustworthy_14"": ""4"", ""relevant_14"": ""3"", ""likelihood_16"": ""4"", ""preference_fit_16"": ""2"", ""constructive_16"": ""4"", ""understandable_16"": ""4"", ""trustworthy_16"": ""4"", ""relevant_16"": ""3"", ""label_understandable"": ""4"", ""label_useful"": ""4"", ""label_influenced"": ""3"", ""label_attention"": ""1"", ""label_more"": ""3"", ""rb_attention_check"": ""1"", ""low_preference_fit"": ""2"", ""high_preference_fit"": ""4"", ""low_constructive"": ""4"", ""high_constructive"": ""4"", ""low_understandable"": ""4"", ""high_understandable"": ""4"", ""low_trustworthy"": ""4"", ""high_trustworthy"": ""4"", ""low_relevant"": ""3"", ""high_relevant"": ""3""}}",133294,"Why a dementia village in the Netherlands is fueling hope in D.C.","Personal Health",141456,"Can SAD Lamps Help With Seasonal Depression?",4,4,4,4,4,3,142537,"The Ashes 2025-26: Insight, analysis and a new signing for The Athletic",4,2,4,4,4,3,"Personal Health","Sports","","Trending right now",4,4,3,1,3,1,141456,"Can SAD Lamps Help With Seasonal Depression?",0,1,2,4,4,4,3,4,4,4,4,3
347,1,183,"{""main_article_id"": 54, ""main_article_stable_id"": ""128849"", ""main_article_title"": ""How the Ross Park Mall is thriving in a landscape of dying malls"", ""selected_recommendation_id"": 5, ""selected_recommendation_stable_id"": ""141298"", ""selected_recommendation_title"": ""Atlanta families step up to save dogs during overcrowding crisis at local shelters"", ""selected_recommendation_pos"": 0, ""changing_label_rec_pos"": 1, ""recommendations"": [5, 43], ""recommendations_labels"": {""43"": ""Fact-checked for accuracy"", ""5"": """"}, ""recommendations_stable_ids"": [""141298"", ""148070""], ""recommendations_titles"": [""Atlanta families step up to save dogs during overcrowding crisis at local shelters"", ""George Clooney, Adam Sandler and Noah Baumbach on Fame and \u2018Jay Kelly'""], ""ratings"": {""likelihood_5"": ""3"", ""preference_fit_5"": ""3"", ""constructive_5"": ""3"", ""understandable_5"": ""4"", ""trustworthy_5"": ""4"", ""relevant_5"": ""3"", ""likelihood_43"": ""1"", ""preference_fit_43"": ""2"", ""constructive_43"": ""3"", ""understandable_43"": ""4"", ""trustworthy_43"": ""4"", ""relevant_43"": ""2"", ""label_understandable"": ""4"", ""label_useful"": ""4"", ""label_influenced"": ""2"", ""label_attention"": ""2"", ""label_more"": ""3"", ""rb_attention_check"": """", ""low_preference_fit"": ""2"", ""high_preference_fit"": ""3"", ""low_constructive"": ""3"", ""high_constructive"": ""3"", ""low_understandable"": ""4"", ""high_understandable"": ""4"", ""low_trustworthy"": ""4"", ""high_trustworthy"": ""4"", ""low_relevant"": ""2"", ""high_relevant"": ""3""}}",128849,"How the Ross Park Mall is thriving in a landscape of dying malls","Lifestyle",141298,"Atlanta families step up to save dogs during overcrowding crisis at local shelters",3,3,3,4,4,3,148070,"George Clooney, Adam Sandler and Noah Baumbach on Fame and ‘Jay Kelly'",1,2,3,4,4,2,"Lifestyle","Entertainment","","Fact-checked for accuracy",4,4,2,2,3,NA,141298,"Atlanta families step up to save dogs during overcrowding crisis at local shelters",0,1,2,3,4,4,2,3,3,4,4,3
348,2,183,"{""main_article_id"": 24, ""main_article_stable_id"": ""144200"", ""main_article_title"": ""Saudi Arabia wants to buy American chips. It could help propel the US in the AI race"", ""selected_recommendation_id"": 58, ""selected_recommendation_stable_id"": ""131266"", ""selected_recommendation_title"": ""EU agrees to relax green rules in farming subsidy reform"", ""selected_recommendation_pos"": 1, ""changing_label_rec_pos"": 0, ""recommendations"": [20, 58], ""recommendations_labels"": {""20"": ""Focuses on solutions and constructive ways forward"", ""58"": """"}, ""recommendations_stable_ids"": [""143873"", ""131266""], ""recommendations_titles"": [""Massive meth smuggling ring that hid drugs in boxes of jalape\u00f1os busted in Georgia, prosecutors say"", ""EU agrees to relax green rules in farming subsidy reform""], ""ratings"": {""likelihood_20"": ""3"", ""preference_fit_20"": ""3"", ""constructive_20"": ""3"", ""understandable_20"": ""4"", ""trustworthy_20"": ""4"", ""relevant_20"": ""4"", ""likelihood_58"": ""4"", ""preference_fit_58"": ""3"", ""constructive_58"": ""3"", ""understandable_58"": ""4"", ""trustworthy_58"": ""4"", ""relevant_58"": ""4"", ""label_understandable"": ""4"", ""label_useful"": ""4"", ""label_influenced"": ""3"", ""label_attention"": ""2"", ""label_more"": ""3"", ""rb_attention_check"": ""1"", ""low_preference_fit"": ""3"", ""high_preference_fit"": ""3"", ""low_constructive"": ""3"", ""high_constructive"": ""3"", ""low_understandable"": ""4"", ""high_understandable"": ""4"", ""low_trustworthy"": ""4"", ""high_trustworthy"": ""4"", ""low_relevant"": ""4"", ""high_relevant"": ""4""}}",144200,"Saudi Arabia wants to buy American chips. It could help propel the US in the AI race","International",143873,"Massive meth smuggling ring that hid drugs in boxes of jalapeños busted in Georgia, prosecutors say",3,3,3,4,4,4,131266,"EU agrees to relax green rules in farming subsidy reform",4,3,3,4,4,4,"Crime","International","Focuses on solutions and constructive ways forward","",4,4,3,2,3,1,131266,"EU agrees to relax green rules in farming subsidy reform",1,0,3,3,4,4,4,3,3,4,4,4
349,1,185,"{""main_article_id"": 5, ""main_article_stable_id"": ""141298"", ""main_article_title"": ""Atlanta families step up to save dogs during overcrowding crisis at local shelters"", ""selected_recommendation_id"": 55, ""selected_recommendation_stable_id"": ""128859"", ""selected_recommendation_title"": ""Sports card shops are evolving \u2014 thanks in part to a Greek import"", ""selected_recommendation_pos"": 0, ""changing_label_rec_pos"": 1, ""recommendations"": [55, 47], ""recommendations_labels"": {""47"": ""Fact-checked for accuracy"", ""55"": """"}, ""recommendations_stable_ids"": [""128859"", ""129659""], ""recommendations_titles"": [""Sports card shops are evolving \u2014 thanks in part to a Greek import"", ""\u2018Like Houdini': Another Caleb Williams magic trick rescues Bears in thrilling win""], ""ratings"": {""likelihood_55"": ""2"", ""preference_fit_55"": ""2"", ""constructive_55"": ""3"", ""understandable_55"": ""4"", ""trustworthy_55"": ""3"", ""relevant_55"": ""2"", ""likelihood_47"": ""1"", ""preference_fit_47"": ""1"", ""constructive_47"": ""3"", ""understandable_47"": ""4"", ""trustworthy_47"": ""4"", ""relevant_47"": ""2"", ""label_understandable"": ""4"", ""label_useful"": ""4"", ""label_influenced"": ""2"", ""label_attention"": ""2"", ""label_more"": ""3"", ""rb_attention_check"": """", ""low_preference_fit"": ""1"", ""high_preference_fit"": ""2"", ""low_constructive"": ""3"", ""high_constructive"": ""3"", ""low_understandable"": ""4"", ""high_understandable"": ""4"", ""low_trustworthy"": ""4"", ""high_trustworthy"": ""3"", ""low_relevant"": ""2"", ""high_relevant"": ""2""}}",141298,"Atlanta families step up to save dogs during overcrowding crisis at local shelters","Lifestyle",128859,"Sports card shops are evolving — thanks in part to a Greek import",2,2,3,4,3,2,129659,"‘Like Houdini': Another Caleb Williams magic trick rescues Bears in thrilling win",1,1,3,4,4,2,"Lifestyle","Sports","","Fact-checked for accuracy",4,4,2,2,3,NA,128859,"Sports card shops are evolving — thanks in part to a Greek import",0,1,1,3,4,4,2,2,3,4,3,2
350,2,185,"{""main_article_id"": 64, ""main_article_stable_id"": ""139293"", ""main_article_title"": ""Top U.N. Official Pushing to Get Aid Into Stricken Sudanese City"", ""selected_recommendation_id"": 51, ""selected_recommendation_stable_id"": ""136187"", ""selected_recommendation_title"": ""Alaska sued over aerial hunting of bears to protect caribou"", ""selected_recommendation_pos"": 1, ""changing_label_rec_pos"": 0, ""recommendations"": [27, 51], ""recommendations_labels"": {""27"": """", ""51"": """"}, ""recommendations_stable_ids"": [""144624"", ""136187""], ""recommendations_titles"": [""Will life insurance be worth it for seniors in 2026?"", ""Alaska sued over aerial hunting of bears to protect caribou""], ""ratings"": {""likelihood_27"": ""2"", ""preference_fit_27"": ""2"", ""constructive_27"": ""4"", ""understandable_27"": ""3"", ""trustworthy_27"": ""3"", ""relevant_27"": ""2"", ""likelihood_51"": ""4"", ""preference_fit_51"": ""4"", ""constructive_51"": ""4"", ""understandable_51"": ""4"", ""trustworthy_51"": ""3"", ""relevant_51"": ""4"", ""label_understandable"": """", ""label_useful"": """", ""label_influenced"": """", ""label_attention"": """", ""label_more"": """", ""rb_attention_check"": ""1"", ""low_preference_fit"": ""2"", ""high_preference_fit"": ""4"", ""low_constructive"": ""4"", ""high_constructive"": ""4"", ""low_understandable"": ""3"", ""high_understandable"": ""4"", ""low_trustworthy"": ""3"", ""high_trustworthy"": ""3"", ""low_relevant"": ""2"", ""high_relevant"": ""4""}}",139293,"Top U.N. Official Pushing to Get Aid Into Stricken Sudanese City","Politics",144624,"Will life insurance be worth it for seniors in 2026?",2,2,4,3,3,2,136187,"Alaska sued over aerial hunting of bears to protect caribou",4,4,4,4,3,4,"Finance","Politics","","",NA,NA,NA,NA,NA,1,136187,"Alaska sued over aerial hunting of bears to protect caribou",1,0,2,4,3,3,2,4,4,4,3,4
351,1,186,"{""main_article_id"": 44, ""main_article_stable_id"": ""148119"", ""main_article_title"": ""What saved a heartbroken 14-year NFL veteran? It's magic"", ""selected_recommendation_id"": 52, ""selected_recommendation_stable_id"": ""130470"", ""selected_recommendation_title"": ""Sacramento launches new effort to help local musicians make money"", ""selected_recommendation_pos"": 1, ""changing_label_rec_pos"": 0, ""recommendations"": [50, 52], ""recommendations_labels"": {""50"": ""Recommended by 82% of readers your age in your region"", ""52"": """"}, ""recommendations_stable_ids"": [""130049"", ""130470""], ""recommendations_titles"": [""Real Madrid's Ferland Mendy: 629 days out, winner of finals and an uncertain future"", ""Sacramento launches new effort to help local musicians make money""], ""ratings"": {""likelihood_50"": ""1"", ""preference_fit_50"": ""1"", ""constructive_50"": ""3"", ""understandable_50"": ""3"", ""trustworthy_50"": ""3"", ""relevant_50"": ""4"", ""likelihood_52"": ""3"", ""preference_fit_52"": ""3"", ""constructive_52"": ""3"", ""understandable_52"": ""4"", ""trustworthy_52"": ""4"", ""relevant_52"": ""3"", ""label_understandable"": ""4"", ""label_useful"": ""4"", ""label_influenced"": ""4"", ""label_attention"": ""2"", ""label_more"": ""2"", ""rb_attention_check"": """", ""low_preference_fit"": ""1"", ""high_preference_fit"": ""3"", ""low_constructive"": ""3"", ""high_constructive"": ""3"", ""low_understandable"": ""3"", ""high_understandable"": ""4"", ""low_trustworthy"": ""3"", ""high_trustworthy"": ""4"", ""low_relevant"": ""4"", ""high_relevant"": ""3""}}",148119,"What saved a heartbroken 14-year NFL veteran? It's magic","Entertainment",130049,"Real Madrid's Ferland Mendy: 629 days out, winner of finals and an uncertain future",1,1,3,3,3,4,130470,"Sacramento launches new effort to help local musicians make money",3,3,3,4,4,3,"Sports","Entertainment","Recommended by 82% of readers your age in your region","",4,4,4,2,2,NA,130470,"Sacramento launches new effort to help local musicians make money",1,0,1,3,3,3,4,3,3,4,4,3
352,2,186,"{""main_article_id"": 23, ""main_article_stable_id"": ""144012"", ""main_article_title"": ""Boulder County opens new alternative sentencing facility focused on rehabilitation"", ""selected_recommendation_id"": 21, ""selected_recommendation_stable_id"": ""143889"", ""selected_recommendation_title"": ""Pennsylvania Attorney General's Office launches Elder Exploitation Section, expanding services for seniors"", ""selected_recommendation_pos"": 0, ""changing_label_rec_pos"": 1, ""recommendations"": [21, 65], ""recommendations_labels"": {""21"": """", ""65"": ""Breaks topic into key points without unnecessary details""}, ""recommendations_stable_ids"": [""143889"", ""139836""], ""recommendations_titles"": [""Pennsylvania Attorney General's Office launches Elder Exploitation Section, expanding services for seniors"", ""Hitting retirement age in 2026? This Social Security change could impact you.""], ""ratings"": {""likelihood_21"": ""2"", ""preference_fit_21"": ""3"", ""constructive_21"": ""3"", ""understandable_21"": ""4"", ""trustworthy_21"": ""4"", ""relevant_21"": ""3"", ""likelihood_65"": ""1"", ""preference_fit_65"": ""2"", ""constructive_65"": ""3"", ""understandable_65"": ""4"", ""trustworthy_65"": ""3"", ""relevant_65"": ""2"", ""label_understandable"": ""4"", ""label_useful"": ""3"", ""label_influenced"": ""2"", ""label_attention"": ""3"", ""label_more"": ""3"", ""rb_attention_check"": ""1"", ""low_preference_fit"": ""2"", ""high_preference_fit"": ""3"", ""low_constructive"": ""3"", ""high_constructive"": ""3"", ""low_understandable"": ""4"", ""high_understandable"": ""4"", ""low_trustworthy"": ""3"", ""high_trustworthy"": ""4"", ""low_relevant"": ""2"", ""high_relevant"": ""3""}}",144012,"Boulder County opens new alternative sentencing facility focused on rehabilitation","Crime",143889,"Pennsylvania Attorney General's Office launches Elder Exploitation Section, expanding services for seniors",2,3,3,4,4,3,139836,"Hitting retirement age in 2026? This Social Security change could impact you.",1,2,3,4,3,2,"Crime","Finance","","Breaks topic into key points without unnecessary details",4,3,2,3,3,1,143889,"Pennsylvania Attorney General's Office launches Elder Exploitation Section, expanding services for seniors",0,1,2,3,4,3,2,3,3,4,4,3
353,1,187,"{""main_article_id"": 67, ""main_article_stable_id"": ""139775"", ""main_article_title"": ""EU options to finance Ukraine in 2026\u20132027"", ""selected_recommendation_id"": 2, ""selected_recommendation_stable_id"": ""141087"", ""selected_recommendation_title"": ""Cash vouchers for newlyweds as China tries to boost marriages"", ""selected_recommendation_pos"": 0, ""changing_label_rec_pos"": 1, ""recommendations"": [2, 21], ""recommendations_labels"": {""2"": """", ""21"": ""Recommended by 82% of readers your age in your region""}, ""recommendations_stable_ids"": [""141087"", ""143889""], ""recommendations_titles"": [""Cash vouchers for newlyweds as China tries to boost marriages"", ""Pennsylvania Attorney General's Office launches Elder Exploitation Section, expanding services for seniors""], ""ratings"": {""likelihood_2"": ""4"", ""preference_fit_2"": ""4"", ""constructive_2"": ""3"", ""understandable_2"": ""4"", ""trustworthy_2"": ""2"", ""relevant_2"": ""3"", ""likelihood_21"": ""3"", ""preference_fit_21"": ""3"", ""constructive_21"": ""3"", ""understandable_21"": ""4"", ""trustworthy_21"": ""4"", ""relevant_21"": ""3"", ""label_understandable"": ""4"", ""label_useful"": ""4"", ""label_influenced"": ""3"", ""label_attention"": ""3"", ""label_more"": ""3"", ""rb_attention_check"": """", ""low_preference_fit"": ""3"", ""high_preference_fit"": ""4"", ""low_constructive"": ""3"", ""high_constructive"": ""3"", ""low_understandable"": ""4"", ""high_understandable"": ""4"", ""low_trustworthy"": ""4"", ""high_trustworthy"": ""2"", ""low_relevant"": ""3"", ""high_relevant"": ""3""}}",139775,"EU options to finance Ukraine in 2026–2027","International",141087,"Cash vouchers for newlyweds as China tries to boost marriages",4,4,3,4,2,3,143889,"Pennsylvania Attorney General's Office launches Elder Exploitation Section, expanding services for seniors",3,3,3,4,4,3,"International","Crime","","Recommended by 82% of readers your age in your region",4,4,3,3,3,NA,141087,"Cash vouchers for newlyweds as China tries to boost marriages",0,1,3,3,4,4,3,4,3,4,2,3
354,2,187,"{""main_article_id"": 43, ""main_article_stable_id"": ""148070"", ""main_article_title"": ""George Clooney, Adam Sandler and Noah Baumbach on Fame and \u2018Jay Kelly'"", ""selected_recommendation_id"": 53, ""selected_recommendation_stable_id"": ""130586"", ""selected_recommendation_title"": ""Glass Skin and Snail Mucin: South Korea's Journey to Global Beauty Power"", ""selected_recommendation_pos"": 1, ""changing_label_rec_pos"": 1, ""recommendations"": [17, 53], ""recommendations_labels"": {""17"": """", ""53"": ""Focuses on solutions and constructive ways forward""}, ""recommendations_stable_ids"": [""142917"", ""130586""], ""recommendations_titles"": [""Born with cerebral palsy, a Haverford woman shares her story of resilience in new book"", ""Glass Skin and Snail Mucin: South Korea's Journey to Global Beauty Power""], ""ratings"": {""likelihood_17"": ""3"", ""preference_fit_17"": ""3"", ""constructive_17"": ""3"", ""understandable_17"": ""4"", ""trustworthy_17"": ""3"", ""relevant_17"": ""4"", ""likelihood_53"": ""4"", ""preference_fit_53"": ""4"", ""constructive_53"": ""3"", ""understandable_53"": ""3"", ""trustworthy_53"": ""4"", ""relevant_53"": ""4"", ""label_understandable"": ""3"", ""label_useful"": ""4"", ""label_influenced"": ""4"", ""label_attention"": ""4"", ""label_more"": ""5"", ""rb_attention_check"": ""1"", ""low_preference_fit"": ""4"", ""high_preference_fit"": ""3"", ""low_constructive"": ""3"", ""high_constructive"": ""3"", ""low_understandable"": ""3"", ""high_understandable"": ""4"", ""low_trustworthy"": ""4"", ""high_trustworthy"": ""3"", ""low_relevant"": ""4"", ""high_relevant"": ""4""}}",148070,"George Clooney, Adam Sandler and Noah Baumbach on Fame and ‘Jay Kelly'","Entertainment",142917,"Born with cerebral palsy, a Haverford woman shares her story of resilience in new book",3,3,3,4,3,4,130586,"Glass Skin and Snail Mucin: South Korea's Journey to Global Beauty Power",4,4,3,3,4,4,"Entertainment","Lifestyle","","Focuses on solutions and constructive ways forward",3,4,4,4,5,1,130586,"Glass Skin and Snail Mucin: South Korea's Journey to Global Beauty Power",1,1,4,3,3,4,4,3,3,4,3,4
