"id","round_number","participant_id","article","main_article_stable_id","main_article_title","main_topic","rec0_stable_id","rec0_title","rec0_likelihood","rec0_preference_fit","rec0_constructive","rec0_understandable","rec0_trustworthy","rec0_relevant","rec1_stable_id","rec1_title","rec1_likelihood","rec1_preference_fit","rec1_constructive","rec1_understandable","rec1_trustworthy","rec1_relevant","rec0_topic","rec1_topic","rec0_label_text","rec1_label_text","label_understandable","label_useful","label_influenced","label_attention","label_more","rb_attention_check","selected_rec_stable_id","selected_rec_title","selected_rec_pos","changing_label_rec_pos"
38,1,19,"{""main_article_id"": 56, ""main_article_stable_id"": ""131990"", ""main_article_title"": ""It's been a dangerous decade since the Paris Climate Agreement, but there's still reason for hope"", ""selected_recommendation_id"": 18, ""selected_recommendation_stable_id"": ""143388"", ""selected_recommendation_title"": ""Mamdani and Tisch Agreed to Work Together. Here's Where They Differ."", ""selected_recommendation_pos"": 0, ""changing_label_rec_pos"": 1, ""recommendations"": [18, 15], ""recommendations_labels"": {""15"": ""This article's content focuses on solutions and constructive ways forward:"", ""18"": ""You might also like this article:""}, ""recommendations_stable_ids"": [""143388"", ""141689""], ""recommendations_titles"": [""Mamdani and Tisch Agreed to Work Together. Here's Where They Differ."", ""A bill in Congress would return $5,000 to millions of family caregivers every year, but will it pass?""], ""ratings"": {""likelihood_18"": ""4"", ""preference_fit_18"": ""4"", ""constructive_18"": """", ""understandable_18"": """", ""trustworthy_18"": """", ""relevant_18"": """", ""likelihood_15"": ""2"", ""preference_fit_15"": ""2"", ""constructive_15"": ""4"", ""understandable_15"": ""3"", ""trustworthy_15"": ""5"", ""relevant_15"": ""3"", ""label_understandable"": ""4"", ""label_useful"": ""5"", ""label_influenced"": ""3"", ""label_attention"": ""3"", ""label_more"": ""3"", ""rb_attention_check"": """"}}",131990,"It's been a dangerous decade since the Paris Climate Agreement, but there's still reason for hope","Politics",143388,"Mamdani and Tisch Agreed to Work Together. Here's Where They Differ.",4,4,NA,NA,NA,NA,141689,"A bill in Congress would return $5,000 to millions of family caregivers every year, but will it pass?",2,2,4,3,5,3,"Politics","Public Health","You might also like this article:","This article's content focuses on solutions and constructive ways forward:",4,5,3,3,3,NA,143388,"Mamdani and Tisch Agreed to Work Together. Here's Where They Differ.",0,1
39,1,20,"{""main_article_id"": 61, ""main_article_stable_id"": ""133294"", ""main_article_title"": ""Why a dementia village in the Netherlands is fueling hope in D.C."", ""selected_recommendation_id"": 39, ""selected_recommendation_stable_id"": ""146568"", ""selected_recommendation_title"": ""Harlem residents roll up their sleeves as city's blood supply dips"", ""selected_recommendation_pos"": 0, ""changing_label_rec_pos"": 1, ""recommendations"": [39, 16], ""recommendations_labels"": {""16"": ""This article is trending right now:"", ""39"": ""You might also like this article:""}, ""recommendations_stable_ids"": [""146568"", ""142537""], ""recommendations_titles"": [""Harlem residents roll up their sleeves as city's blood supply dips"", ""The Ashes 2025-26: Insight, analysis and a new signing for The Athletic""], ""ratings"": {""likelihood_39"": ""3"", ""preference_fit_39"": ""4"", ""constructive_39"": """", ""understandable_39"": """", ""trustworthy_39"": """", ""relevant_39"": """", ""likelihood_16"": ""1"", ""preference_fit_16"": ""2"", ""constructive_16"": ""2"", ""understandable_16"": ""3"", ""trustworthy_16"": ""3"", ""relevant_16"": ""3"", ""label_understandable"": ""4"", ""label_useful"": ""2"", ""label_influenced"": ""2"", ""label_attention"": ""2"", ""label_more"": ""4"", ""rb_attention_check"": """"}}",133294,"Why a dementia village in the Netherlands is fueling hope in D.C.","Personal Health",146568,"Harlem residents roll up their sleeves as city's blood supply dips",3,4,NA,NA,NA,NA,142537,"The Ashes 2025-26: Insight, analysis and a new signing for The Athletic",1,2,2,3,3,3,"Personal Health","Sports","You might also like this article:","This article is trending right now:",4,2,2,2,4,NA,146568,"Harlem residents roll up their sleeves as city's blood supply dips",0,1
40,2,19,"{""main_article_id"": 48, ""main_article_stable_id"": ""129977"", ""main_article_title"": ""New-look Dan Campbell gives Lions' offense jump-start in perhaps a season-defining move"", ""selected_recommendation_id"": 47, ""selected_recommendation_stable_id"": ""129659"", ""selected_recommendation_title"": ""\u2018Like Houdini': Another Caleb Williams magic trick rescues Bears in thrilling win"", ""selected_recommendation_pos"": 1, ""changing_label_rec_pos"": 0, ""recommendations"": [43, 47], ""recommendations_labels"": {""43"": ""This article is recommended by 82% of readers your age in your region:"", ""47"": ""You might also like this article:""}, ""recommendations_stable_ids"": [""148070"", ""129659""], ""recommendations_titles"": [""George Clooney, Adam Sandler and Noah Baumbach on Fame and \u2018Jay Kelly'"", ""\u2018Like Houdini': Another Caleb Williams magic trick rescues Bears in thrilling win""], ""ratings"": {""likelihood_43"": ""2"", ""preference_fit_43"": ""3"", ""constructive_43"": ""4"", ""understandable_43"": ""5"", ""trustworthy_43"": ""4"", ""relevant_43"": ""2"", ""likelihood_47"": ""5"", ""preference_fit_47"": ""5"", ""constructive_47"": """", ""understandable_47"": """", ""trustworthy_47"": """", ""relevant_47"": """", ""label_understandable"": ""5"", ""label_useful"": ""4"", ""label_influenced"": ""3"", ""label_attention"": ""2"", ""label_more"": ""3"", ""rb_attention_check"": ""1""}}",129977,"New-look Dan Campbell gives Lions' offense jump-start in perhaps a season-defining move","Sports",148070,"George Clooney, Adam Sandler and Noah Baumbach on Fame and ‘Jay Kelly'",2,3,4,5,4,2,129659,"‘Like Houdini': Another Caleb Williams magic trick rescues Bears in thrilling win",5,5,NA,NA,NA,NA,"Entertainment","Sports","This article is recommended by 82% of readers your age in your region:","You might also like this article:",5,4,3,2,3,1,129659,"‘Like Houdini': Another Caleb Williams magic trick rescues Bears in thrilling win",1,0
41,2,20,"{""main_article_id"": 23, ""main_article_stable_id"": ""144012"", ""main_article_title"": ""Boulder County opens new alternative sentencing facility focused on rehabilitation"", ""selected_recommendation_id"": 20, ""selected_recommendation_stable_id"": ""143873"", ""selected_recommendation_title"": ""Massive meth smuggling ring that hid drugs in boxes of jalape\u00f1os busted in Georgia, prosecutors say"", ""selected_recommendation_pos"": 0, ""changing_label_rec_pos"": 1, ""recommendations"": [20, 18], ""recommendations_labels"": {""18"": ""This article breaks the topic into key points without unnecessary details:"", ""20"": ""You might also like this article:""}, ""recommendations_stable_ids"": [""143873"", ""143388""], ""recommendations_titles"": [""Massive meth smuggling ring that hid drugs in boxes of jalape\u00f1os busted in Georgia, prosecutors say"", ""Mamdani and Tisch Agreed to Work Together. Here's Where They Differ.""], ""ratings"": {""likelihood_20"": ""5"", ""preference_fit_20"": ""4"", ""constructive_20"": """", ""understandable_20"": """", ""trustworthy_20"": """", ""relevant_20"": """", ""likelihood_18"": ""2"", ""preference_fit_18"": ""2"", ""constructive_18"": ""2"", ""understandable_18"": ""3"", ""trustworthy_18"": ""2"", ""relevant_18"": ""3"", ""label_understandable"": ""4"", ""label_useful"": ""4"", ""label_influenced"": ""3"", ""label_attention"": ""2"", ""label_more"": ""3"", ""rb_attention_check"": ""1""}}",144012,"Boulder County opens new alternative sentencing facility focused on rehabilitation","Crime",143873,"Massive meth smuggling ring that hid drugs in boxes of jalapeños busted in Georgia, prosecutors say",5,4,NA,NA,NA,NA,143388,"Mamdani and Tisch Agreed to Work Together. Here's Where They Differ.",2,2,2,3,2,3,"Crime","Politics","You might also like this article:","This article breaks the topic into key points without unnecessary details:",4,4,3,2,3,1,143873,"Massive meth smuggling ring that hid drugs in boxes of jalapeños busted in Georgia, prosecutors say",0,1
42,1,21,"{""main_article_id"": 40, ""main_article_stable_id"": ""146596"", ""main_article_title"": ""She cares for her aging parents full time. That requires taking care of herself, too"", ""selected_recommendation_id"": 39, ""selected_recommendation_stable_id"": ""146568"", ""selected_recommendation_title"": ""Harlem residents roll up their sleeves as city's blood supply dips"", ""selected_recommendation_pos"": 0, ""changing_label_rec_pos"": 1, ""recommendations"": [39, 63], ""recommendations_labels"": {""39"": ""You might also like this article:"", ""63"": ""This article is trending right now:""}, ""recommendations_stable_ids"": [""146568"", ""133123""], ""recommendations_titles"": [""Harlem residents roll up their sleeves as city's blood supply dips"", ""New Glenn launch: NASA's Escapade mission to Mars brings the next big test for Jeff Bezos' rocket""], ""ratings"": {""likelihood_39"": ""3"", ""preference_fit_39"": ""2"", ""constructive_39"": """", ""understandable_39"": """", ""trustworthy_39"": """", ""relevant_39"": """", ""likelihood_63"": ""1"", ""preference_fit_63"": ""2"", ""constructive_63"": ""4"", ""understandable_63"": ""4"", ""trustworthy_63"": ""2"", ""relevant_63"": ""4"", ""label_understandable"": ""4"", ""label_useful"": ""4"", ""label_influenced"": ""4"", ""label_attention"": ""3"", ""label_more"": ""4"", ""rb_attention_check"": """"}}",146596,"She cares for her aging parents full time. That requires taking care of herself, too","Personal Health",146568,"Harlem residents roll up their sleeves as city's blood supply dips",3,2,NA,NA,NA,NA,133123,"New Glenn launch: NASA's Escapade mission to Mars brings the next big test for Jeff Bezos' rocket",1,2,4,4,2,4,"Personal Health","Tech","You might also like this article:","This article is trending right now:",4,4,4,3,4,NA,146568,"Harlem residents roll up their sleeves as city's blood supply dips",0,1
43,2,21,"{""main_article_id"": 56, ""main_article_stable_id"": ""131990"", ""main_article_title"": ""It's been a dangerous decade since the Paris Climate Agreement, but there's still reason for hope"", ""selected_recommendation_id"": 49, ""selected_recommendation_stable_id"": ""131667"", ""selected_recommendation_title"": ""Analysis: Many factors, not just Trump, contributed to BBC resignations"", ""selected_recommendation_pos"": 1, ""changing_label_rec_pos"": 0, ""recommendations"": [20, 49], ""recommendations_labels"": {""20"": ""This article's content focuses on solutions and constructive ways forward:"", ""49"": ""You might also like this article:""}, ""recommendations_stable_ids"": [""143873"", ""131667""], ""recommendations_titles"": [""Massive meth smuggling ring that hid drugs in boxes of jalape\u00f1os busted in Georgia, prosecutors say"", ""Analysis: Many factors, not just Trump, contributed to BBC resignations""], ""ratings"": {""likelihood_20"": ""2"", ""preference_fit_20"": ""2"", ""constructive_20"": ""4"", ""understandable_20"": ""4"", ""trustworthy_20"": ""4"", ""relevant_20"": ""3"", ""likelihood_49"": ""4"", ""preference_fit_49"": ""4"", ""constructive_49"": """", ""understandable_49"": """", ""trustworthy_49"": """", ""relevant_49"": """", ""label_understandable"": ""4"", ""label_useful"": ""4"", ""label_influenced"": ""4"", ""label_attention"": ""4"", ""label_more"": ""4"", ""rb_attention_check"": ""1""}}",131990,"It's been a dangerous decade since the Paris Climate Agreement, but there's still reason for hope","Politics",143873,"Massive meth smuggling ring that hid drugs in boxes of jalapeños busted in Georgia, prosecutors say",2,2,4,4,4,3,131667,"Analysis: Many factors, not just Trump, contributed to BBC resignations",4,4,NA,NA,NA,NA,"Crime","Politics","This article's content focuses on solutions and constructive ways forward:","You might also like this article:",4,4,4,4,4,1,131667,"Analysis: Many factors, not just Trump, contributed to BBC resignations",1,0
44,1,23,"{""main_article_id"": 18, ""main_article_stable_id"": ""143388"", ""main_article_title"": ""Mamdani and Tisch Agreed to Work Together. Here's Where They Differ."", ""selected_recommendation_id"": 19, ""selected_recommendation_stable_id"": ""143626"", ""selected_recommendation_title"": ""New initiative aimed at preventing youth crime"", ""selected_recommendation_pos"": 0, ""changing_label_rec_pos"": 0, ""recommendations"": [19, 51], ""recommendations_labels"": {""19"": ""You might also like this article:"", ""51"": ""You might also like this article:""}, ""recommendations_stable_ids"": [""143626"", ""136187""], ""recommendations_titles"": [""New initiative aimed at preventing youth crime"", ""Alaska sued over aerial hunting of bears to protect caribou""], ""ratings"": {""likelihood_19"": ""4"", ""preference_fit_19"": ""3"", ""constructive_19"": ""4"", ""understandable_19"": ""3"", ""trustworthy_19"": ""3"", ""relevant_19"": ""4"", ""likelihood_51"": ""2"", ""preference_fit_51"": ""2"", ""constructive_51"": """", ""understandable_51"": """", ""trustworthy_51"": """", ""relevant_51"": """", ""label_understandable"": ""3"", ""label_useful"": ""2"", ""label_influenced"": ""2"", ""label_attention"": ""3"", ""label_more"": ""3"", ""rb_attention_check"": """"}}",143388,"Mamdani and Tisch Agreed to Work Together. Here's Where They Differ.","Politics",143626,"New initiative aimed at preventing youth crime",4,3,4,3,3,4,136187,"Alaska sued over aerial hunting of bears to protect caribou",2,2,NA,NA,NA,NA,"Crime","Politics","You might also like this article:","You might also like this article:",3,2,2,3,3,NA,143626,"New initiative aimed at preventing youth crime",0,0
45,1,22,"{""main_article_id"": 11, ""main_article_stable_id"": ""141442"", ""main_article_title"": ""SpaceX launches second international satellite to monitor sea level changes"", ""selected_recommendation_id"": 34, ""selected_recommendation_stable_id"": ""146262"", ""selected_recommendation_title"": ""Archaeologists surveyed the \u2018City of Seven Ravines' and unlocked clues about prehistoric Eurasia"", ""selected_recommendation_pos"": 0, ""changing_label_rec_pos"": 1, ""recommendations"": [34, 54], ""recommendations_labels"": {""34"": ""You might also like this article:"", ""54"": ""This article's content focuses on solutions and constructive ways forward:""}, ""recommendations_stable_ids"": [""146262"", ""128849""], ""recommendations_titles"": [""Archaeologists surveyed the \u2018City of Seven Ravines' and unlocked clues about prehistoric Eurasia"", ""How the Ross Park Mall is thriving in a landscape of dying malls""], ""ratings"": {""likelihood_34"": ""4"", ""preference_fit_34"": ""4"", ""constructive_34"": """", ""understandable_34"": """", ""trustworthy_34"": """", ""relevant_34"": """", ""likelihood_54"": ""2"", ""preference_fit_54"": ""4"", ""constructive_54"": ""4"", ""understandable_54"": ""4"", ""trustworthy_54"": ""4"", ""relevant_54"": ""2"", ""label_understandable"": ""4"", ""label_useful"": ""4"", ""label_influenced"": ""5"", ""label_attention"": ""4"", ""label_more"": ""5"", ""rb_attention_check"": """"}}",141442,"SpaceX launches second international satellite to monitor sea level changes","Science",146262,"Archaeologists surveyed the ‘City of Seven Ravines' and unlocked clues about prehistoric Eurasia",4,4,NA,NA,NA,NA,128849,"How the Ross Park Mall is thriving in a landscape of dying malls",2,4,4,4,4,2,"Science","Lifestyle","You might also like this article:","This article's content focuses on solutions and constructive ways forward:",4,4,5,4,5,NA,146262,"Archaeologists surveyed the ‘City of Seven Ravines' and unlocked clues about prehistoric Eurasia",0,1
46,2,23,"{""main_article_id"": 39, ""main_article_stable_id"": ""146568"", ""main_article_title"": ""Harlem residents roll up their sleeves as city's blood supply dips"", ""selected_recommendation_id"": 40, ""selected_recommendation_stable_id"": ""146596"", ""selected_recommendation_title"": ""She cares for her aging parents full time. That requires taking care of herself, too"", ""selected_recommendation_pos"": 0, ""changing_label_rec_pos"": 1, ""recommendations"": [40, 16], ""recommendations_labels"": {""16"": ""This article's content focuses on solutions and constructive ways forward:"", ""40"": ""You might also like this article:""}, ""recommendations_stable_ids"": [""146596"", ""142537""], ""recommendations_titles"": [""She cares for her aging parents full time. That requires taking care of herself, too"", ""The Ashes 2025-26: Insight, analysis and a new signing for The Athletic""], ""ratings"": {""likelihood_40"": ""3"", ""preference_fit_40"": ""2"", ""constructive_40"": """", ""understandable_40"": """", ""trustworthy_40"": """", ""relevant_40"": """", ""likelihood_16"": ""1"", ""preference_fit_16"": ""1"", ""constructive_16"": ""2"", ""understandable_16"": ""4"", ""trustworthy_16"": ""3"", ""relevant_16"": ""2"", ""label_understandable"": ""4"", ""label_useful"": ""3"", ""label_influenced"": ""1"", ""label_attention"": ""1"", ""label_more"": ""2"", ""rb_attention_check"": ""1""}}",146568,"Harlem residents roll up their sleeves as city's blood supply dips","Personal Health",146596,"She cares for her aging parents full time. That requires taking care of herself, too",3,2,NA,NA,NA,NA,142537,"The Ashes 2025-26: Insight, analysis and a new signing for The Athletic",1,1,2,4,3,2,"Personal Health","Sports","You might also like this article:","This article's content focuses on solutions and constructive ways forward:",4,3,1,1,2,1,146596,"She cares for her aging parents full time. That requires taking care of herself, too",0,1
47,1,24,"{""main_article_id"": 67, ""main_article_stable_id"": ""139775"", ""main_article_title"": ""EU options to finance Ukraine in 2026\u20132027"", ""selected_recommendation_id"": 2, ""selected_recommendation_stable_id"": ""141087"", ""selected_recommendation_title"": ""Cash vouchers for newlyweds as China tries to boost marriages"", ""selected_recommendation_pos"": 1, ""changing_label_rec_pos"": 0, ""recommendations"": [26, 2], ""recommendations_labels"": {""2"": ""You might also like this article:"", ""26"": ""This article's content focuses on solutions and constructive ways forward:""}, ""recommendations_stable_ids"": [""144442"", ""141087""], ""recommendations_titles"": [""Chile's SQM quarterly profit rises as lithium prices rebound"", ""Cash vouchers for newlyweds as China tries to boost marriages""], ""ratings"": {""likelihood_26"": ""3"", ""preference_fit_26"": ""3"", ""constructive_26"": ""4"", ""understandable_26"": ""2"", ""trustworthy_26"": ""3"", ""relevant_26"": ""3"", ""likelihood_2"": ""4"", ""preference_fit_2"": ""4"", ""constructive_2"": """", ""understandable_2"": """", ""trustworthy_2"": """", ""relevant_2"": """", ""label_understandable"": ""3"", ""label_useful"": ""3"", ""label_influenced"": ""2"", ""label_attention"": ""2"", ""label_more"": ""3"", ""rb_attention_check"": """"}}",139775,"EU options to finance Ukraine in 2026–2027","International",144442,"Chile's SQM quarterly profit rises as lithium prices rebound",3,3,4,2,3,3,141087,"Cash vouchers for newlyweds as China tries to boost marriages",4,4,NA,NA,NA,NA,"Finance","International","This article's content focuses on solutions and constructive ways forward:","You might also like this article:",3,3,2,2,3,NA,141087,"Cash vouchers for newlyweds as China tries to boost marriages",1,0
48,2,22,"{""main_article_id"": 49, ""main_article_stable_id"": ""131667"", ""main_article_title"": ""Analysis: Many factors, not just Trump, contributed to BBC resignations"", ""selected_recommendation_id"": 51, ""selected_recommendation_stable_id"": ""136187"", ""selected_recommendation_title"": ""Alaska sued over aerial hunting of bears to protect caribou"", ""selected_recommendation_pos"": 1, ""changing_label_rec_pos"": 0, ""recommendations"": [27, 51], ""recommendations_labels"": {""27"": ""This article breaks the topic into key points without unnecessary details:"", ""51"": ""You might also like this article:""}, ""recommendations_stable_ids"": [""144624"", ""136187""], ""recommendations_titles"": [""Will life insurance be worth it for seniors in 2026?"", ""Alaska sued over aerial hunting of bears to protect caribou""], ""ratings"": {""likelihood_27"": ""5"", ""preference_fit_27"": ""2"", ""constructive_27"": ""4"", ""understandable_27"": ""4"", ""trustworthy_27"": ""4"", ""relevant_27"": ""4"", ""likelihood_51"": ""5"", ""preference_fit_51"": ""4"", ""constructive_51"": """", ""understandable_51"": """", ""trustworthy_51"": """", ""relevant_51"": """", ""label_understandable"": ""4"", ""label_useful"": ""4"", ""label_influenced"": ""4"", ""label_attention"": ""4"", ""label_more"": ""4"", ""rb_attention_check"": ""1""}}",131667,"Analysis: Many factors, not just Trump, contributed to BBC resignations","Politics",144624,"Will life insurance be worth it for seniors in 2026?",5,2,4,4,4,4,136187,"Alaska sued over aerial hunting of bears to protect caribou",5,4,NA,NA,NA,NA,"Finance","Politics","This article breaks the topic into key points without unnecessary details:","You might also like this article:",4,4,4,4,4,1,136187,"Alaska sued over aerial hunting of bears to protect caribou",1,0
49,2,24,"{""main_article_id"": 63, ""main_article_stable_id"": ""133123"", ""main_article_title"": ""New Glenn launch: NASA's Escapade mission to Mars brings the next big test for Jeff Bezos' rocket"", ""selected_recommendation_id"": 41, ""selected_recommendation_stable_id"": ""145756"", ""selected_recommendation_title"": ""Amazon's Zoox robotaxis service to give free rides in San Francisco as its expansion accelerates"", ""selected_recommendation_pos"": 0, ""changing_label_rec_pos"": 1, ""recommendations"": [41, 61], ""recommendations_labels"": {""41"": ""You might also like this article:"", ""61"": ""This article breaks the topic into key points without unnecessary details:""}, ""recommendations_stable_ids"": [""145756"", ""133294""], ""recommendations_titles"": [""Amazon's Zoox robotaxis service to give free rides in San Francisco as its expansion accelerates"", ""Why a dementia village in the Netherlands is fueling hope in D.C.""], ""ratings"": {""likelihood_41"": ""3"", ""preference_fit_41"": ""4"", ""constructive_41"": """", ""understandable_41"": """", ""trustworthy_41"": """", ""relevant_41"": """", ""likelihood_61"": ""3"", ""preference_fit_61"": ""4"", ""constructive_61"": ""3"", ""understandable_61"": ""4"", ""trustworthy_61"": ""3"", ""relevant_61"": ""3"", ""label_understandable"": ""4"", ""label_useful"": ""3"", ""label_influenced"": ""2"", ""label_attention"": ""4"", ""label_more"": ""4"", ""rb_attention_check"": ""1""}}",133123,"New Glenn launch: NASA's Escapade mission to Mars brings the next big test for Jeff Bezos' rocket","Tech",145756,"Amazon's Zoox robotaxis service to give free rides in San Francisco as its expansion accelerates",3,4,NA,NA,NA,NA,133294,"Why a dementia village in the Netherlands is fueling hope in D.C.",3,4,3,4,3,3,"Tech","Personal Health","You might also like this article:","This article breaks the topic into key points without unnecessary details:",4,3,2,4,4,1,145756,"Amazon's Zoox robotaxis service to give free rides in San Francisco as its expansion accelerates",0,1
50,1,25,"{""main_article_id"": 1, ""main_article_stable_id"": ""139610"", ""main_article_title"": ""Poor Countries Got $1 Trillion From China. So Did Rich Ones."", ""selected_recommendation_id"": 0, ""selected_recommendation_stable_id"": ""139580"", ""selected_recommendation_title"": ""Fed's Jefferson Says Fed Should \u2018Proceed Slowly' With Any Further Easing"", ""selected_recommendation_pos"": 1, ""changing_label_rec_pos"": 0, ""recommendations"": [23, 0], ""recommendations_labels"": {""0"": ""You might also like this article:"", ""23"": ""This article is recommended by 82% of readers your age in your region:""}, ""recommendations_stable_ids"": [""144012"", ""139580""], ""recommendations_titles"": [""Boulder County opens new alternative sentencing facility focused on rehabilitation"", ""Fed's Jefferson Says Fed Should \u2018Proceed Slowly' With Any Further Easing""], ""ratings"": {""likelihood_23"": ""4"", ""preference_fit_23"": ""4"", ""constructive_23"": ""4"", ""understandable_23"": ""5"", ""trustworthy_23"": ""5"", ""relevant_23"": ""5"", ""likelihood_0"": ""5"", ""preference_fit_0"": ""5"", ""constructive_0"": """", ""understandable_0"": """", ""trustworthy_0"": """", ""relevant_0"": """", ""label_understandable"": ""5"", ""label_useful"": ""4"", ""label_influenced"": ""5"", ""label_attention"": ""5"", ""label_more"": ""4"", ""rb_attention_check"": """"}}",139610,"Poor Countries Got $1 Trillion From China. So Did Rich Ones.","Economics",144012,"Boulder County opens new alternative sentencing facility focused on rehabilitation",4,4,4,5,5,5,139580,"Fed's Jefferson Says Fed Should ‘Proceed Slowly' With Any Further Easing",5,5,NA,NA,NA,NA,"Crime","Economics","This article is recommended by 82% of readers your age in your region:","You might also like this article:",5,4,5,5,4,NA,139580,"Fed's Jefferson Says Fed Should ‘Proceed Slowly' With Any Further Easing",1,0
51,1,26,"{""main_article_id"": 37, ""main_article_stable_id"": ""146239"", ""main_article_title"": ""Screenings Could Save Four Times as Many People From Lung Cancer"", ""selected_recommendation_id"": 36, ""selected_recommendation_stable_id"": ""146310"", ""selected_recommendation_title"": ""New Gene-Editing Strategy Could Help Development of Treatments for Rare Diseases"", ""selected_recommendation_pos"": 1, ""changing_label_rec_pos"": 0, ""recommendations"": [67, 36], ""recommendations_labels"": {""36"": ""You might also like this article:"", ""67"": ""The information in this article has been fact-checked for accuracy:""}, ""recommendations_stable_ids"": [""139775"", ""146310""], ""recommendations_titles"": [""EU options to finance Ukraine in 2026\u20132027"", ""New Gene-Editing Strategy Could Help Development of Treatments for Rare Diseases""], ""ratings"": {""likelihood_67"": ""3"", ""preference_fit_67"": ""2"", ""constructive_67"": ""4"", ""understandable_67"": ""3"", ""trustworthy_67"": ""5"", ""relevant_67"": ""5"", ""likelihood_36"": ""5"", ""preference_fit_36"": ""5"", ""constructive_36"": """", ""understandable_36"": """", ""trustworthy_36"": """", ""relevant_36"": """", ""label_understandable"": ""5"", ""label_useful"": ""5"", ""label_influenced"": ""5"", ""label_attention"": ""5"", ""label_more"": ""5"", ""rb_attention_check"": """"}}",146239,"Screenings Could Save Four Times as Many People From Lung Cancer","Public Health",139775,"EU options to finance Ukraine in 2026–2027",3,2,4,3,5,5,146310,"New Gene-Editing Strategy Could Help Development of Treatments for Rare Diseases",5,5,NA,NA,NA,NA,"International","Public Health","The information in this article has been fact-checked for accuracy:","You might also like this article:",5,5,5,5,5,NA,146310,"New Gene-Editing Strategy Could Help Development of Treatments for Rare Diseases",1,0
